rainfall_mm	soil_moisture	slope_deg	ground_movement_mm	elevation_m	landslide
62.45	42.65	32.07	3.25	898.25	0
103.99	42.16	36.95	8.27	2664.72	1
115.25	41.42	53.12	14.6	3257.13	1
196.51	70.82	29.69	7.16	729.19	1
81.73	34.39	50.87	5.83	1405.37	0
28.94	5.0	22.74	8.72	3657.98	0
47.31	5.0	47.87	8.22	2172.68	1
77.18	52.25	16.79	5.14	2280.53	0
31.8	41.76	40.37	9.37	3061.87	1
43.33	52.18	9.43	7.32	2469.36	0
47.66	30.27	54.3	0.0	385.28	0
73.53	20.66	52.7	14.4	3396.24	0
128.06	43.14	27.11	15.36	3883.63	0
71.06	35.77	31.2	1.93	318.44	0
133.72	37.33	34.89	3.44	597.12	0
91.76	59.97	18.75	9.72	2978.1	1
44.51	56.67	38.72	4.6	2578.34	0
116.53	51.38	39.93	10.75	1668.32	1
104.89	42.94	31.25	7.49	2310.92	1
136.0	34.38	12.39	13.75	2983.69	1
154.26	72.49	50.96	8.15	2168.35	1
200.36	65.0	10.75	6.88	674.77	0
130.85	45.32	36.46	8.4	466.69	0
102.58	48.34	10.15	6.41	1899.32	1
136.41	42.98	12.31	12.58	3883.83	1
66.08	36.3	6.03	9.48	2386.89	0
62.55	16.45	23.17	4.56	1568.7	0
217.43	80.88	36.98	11.74	3825.7	1
61.21	32.21	31.08	2.98	1693.39	0
48.62	44.6	38.73	8.34	2187.5	0
130.81	46.36	38.75	6.75	577.65	0
66.49	32.99	12.01	11.04	3123.34	0
153.27	39.17	7.87	9.87	2971.24	0
191.26	71.19	36.27	9.75	3356.4	1
53.97	21.36	37.66	0.48	1433.28	0
141.06	45.2	32.84	14.93	1887.82	0
60.13	33.24	17.29	5.18	790.2	0
78.35	38.69	45.54	12.01	4054.47	1
113.05	24.4	8.78	5.06	452.92	0
62.65	31.01	36.62	5.35	2760.95	0
106.41	52.95	11.02	7.67	2991.56	0
82.93	33.7	37.72	8.85	746.72	0
155.46	51.5	25.89	9.68	1597.83	0
155.71	56.21	40.91	4.29	276.82	1
62.88	32.32	7.61	4.33	2382.09	0
114.74	32.88	32.75	11.41	4179.25	1
170.69	57.12	12.24	8.1	1862.53	0
42.77	41.34	39.12	15.37	4159.03	0
82.57	25.55	11.0	3.66	617.52	0
111.48	40.03	8.68	4.3	1709.06	0
41.32	12.51	40.66	10.02	3798.06	0
68.39	46.34	8.18	10.38	3694.45	0
244.88	72.77	16.23	7.06	1426.73	0
61.07	23.23	46.24	9.83	2882.3	0
66.08	35.64	45.48	13.42	3733.26	0
129.88	34.13	47.71	11.73	3244.2	0
37.4	15.83	21.3	5.57	2676.75	0
83.82	20.92	31.4	3.67	725.56	0
48.99	17.98	43.67	0.0	399.31	0
106.28	59.67	11.85	8.4	2619.95	0
5.2	12.35	41.22	6.65	2151.13	0
96.76	46.88	9.87	3.35	1075.95	0
113.5	34.94	50.66	11.47	1300.36	0
69.66	44.44	36.87	8.32	1707.56	0
72.8	23.7	29.67	3.38	2131.64	1
63.64	34.47	29.24	2.32	1700.06	0
83.06	38.91	14.07	4.14	1687.9	0
219.21	96.16	22.3	11.15	574.5	1
158.52	62.44	41.36	14.75	3648.92	1
83.01	31.15	32.05	12.14	2597.53	0
68.41	43.27	31.47	4.42	699.02	0
149.27	78.5	14.76	7.82	1837.89	0
101.8	22.84	39.52	4.91	1808.54	0
40.51	18.8	24.6	8.02	2562.55	0
76.5	33.99	14.14	7.53	2596.37	0
205.05	60.11	52.19	11.91	2745.41	1
126.6	43.86	30.34	13.91	2961.4	0
68.95	19.52	31.4	3.78	523.75	0
27.22	42.84	54.07	8.16	1350.18	0
105.93	26.23	23.32	0.58	171.13	0
92.1	37.86	52.15	13.95	1964.03	0
81.25	50.42	39.75	6.42	1860.66	1
150.32	52.71	36.65	12.95	3110.74	0
127.61	36.32	16.72	7.58	785.18	0
28.03	9.98	7.59	5.67	2689.13	0
92.44	37.58	26.89	8.0	1357.45	0
34.26	18.45	5.51	6.74	1665.86	0
64.41	36.63	8.55	6.85	3049.08	0
32.18	10.26	34.77	1.42	393.35	0
33.15	37.05	41.22	5.47	1505.41	0
114.52	46.58	13.4	6.85	1704.43	1
107.25	45.87	41.63	13.36	3034.57	1
87.86	56.62	52.49	7.39	916.82	1
60.44	28.04	42.16	10.88	3984.39	1
30.22	17.94	44.24	12.08	4190.82	1
64.63	27.65	40.04	5.53	3457.53	0
107.56	41.35	16.24	4.9	1328.82	0
105.95	42.22	23.04	10.0	2821.85	1
202.44	54.57	52.46	10.21	440.91	1
184.84	36.39	38.06	13.86	3672.25	1
90.23	33.12	44.45	11.51	2215.57	0
64.15	38.43	53.43	7.0	823.4	0
49.94	32.62	16.57	3.97	1442.41	0
26.37	40.2	21.08	8.14	3383.05	0
37.37	51.69	37.24	10.6	3667.93	1
107.66	52.8	6.22	6.82	2230.82	1
133.26	65.91	33.56	12.18	2069.28	1
73.58	45.39	45.43	7.39	3178.01	1
320.0	100.0	35.52	17.06	3487.38	1
37.66	50.5	19.77	10.03	3235.87	0
24.17	36.73	41.21	4.8	1676.16	1
320.0	98.88	12.3	13.09	2731.9	0
28.99	23.92	49.74	9.53	3615.18	1
72.88	35.54	10.05	5.8	722.22	0
53.12	27.63	48.17	5.32	1691.36	0
112.91	52.3	29.89	2.38	332.14	0
69.08	26.55	26.43	8.97	1776.4	0
133.53	47.08	30.03	12.0	3266.36	0
152.25	25.23	15.01	8.71	907.82	1
26.15	46.43	27.88	8.16	2321.74	1
48.71	28.07	47.49	8.2	250.0	0
140.85	56.45	45.05	15.16	3780.36	0
171.52	75.23	13.15	10.45	3462.02	1
100.02	45.61	38.67	9.5	2250.08	0
118.36	63.37	47.84	9.42	2993.73	1
210.38	51.38	45.99	6.96	526.06	1
69.69	64.1	26.28	6.92	3565.36	0
99.29	54.89	7.4	8.6	3032.57	1
184.96	63.2	51.56	8.8	591.87	0
192.14	79.37	24.79	14.02	4120.83	1
83.49	24.35	23.05	1.13	192.37	0
49.89	27.51	42.98	4.82	2676.89	0
82.86	55.56	18.2	9.28	804.2	0
88.38	17.04	46.74	10.69	3048.96	0
48.53	37.4	8.8	0.9	388.67	0
54.09	38.29	42.04	4.78	432.51	0
192.31	85.94	53.29	15.48	2011.8	1
121.91	27.82	54.79	14.63	4175.44	1
73.13	55.4	51.19	0.0	1233.72	0
39.53	21.98	48.54	13.76	2611.37	1
54.58	26.64	18.94	2.72	2226.26	0
22.48	10.28	53.33	9.05	3552.69	0
101.75	29.33	51.39	4.4	1283.22	0
52.38	36.37	31.72	5.72	2375.27	0
107.08	30.21	25.1	12.43	3997.56	0
139.94	59.67	10.46	2.63	1463.6	0
108.11	35.83	34.53	7.67	1901.56	0
66.95	20.17	40.03	13.19	3744.13	1
46.67	23.93	25.2	3.37	1463.25	0
35.09	31.76	25.3	2.27	1660.76	0
180.95	56.48	33.67	8.25	1346.89	0
105.06	43.52	6.39	9.38	3419.08	1
69.66	43.68	52.89	10.08	3914.59	0
128.45	61.25	19.5	6.96	2687.51	0
163.33	52.21	12.04	11.34	2656.88	1
53.19	19.17	5.27	6.67	1699.01	0
103.0	43.57	47.84	2.23	151.18	0
104.37	48.61	48.16	3.9	813.14	0
204.91	47.55	9.77	7.58	704.5	0
68.98	24.49	12.61	1.57	575.12	0
45.4	21.36	27.4	8.28	2781.59	0
110.51	41.82	14.29	8.17	659.03	0
135.23	40.62	41.79	5.7	451.1	0
97.54	49.94	7.9	3.8	1668.58	1
213.48	47.7	32.49	9.75	1120.99	0
68.83	16.19	24.14	3.83	698.03	0
99.14	37.8	28.25	4.75	699.12	0
27.95	24.04	26.24	5.2	1150.44	0
43.49	12.11	12.66	8.03	2301.08	0
53.44	24.48	16.01	8.73	3208.19	0
76.99	32.13	8.24	9.69	3596.38	0
31.88	22.29	10.76	12.47	3180.81	0
127.31	49.83	53.89	13.02	2675.67	1
49.99	23.06	18.99	11.7	3821.26	0
298.76	100.0	20.35	13.23	2230.92	1
51.31	37.15	11.36	5.25	2696.76	0
92.49	30.66	42.76	9.94	1787.64	1
84.92	39.82	51.21	7.11	1442.28	0
40.69	30.44	44.49	4.28	1460.02	0
77.2	51.56	35.63	4.2	708.1	0
76.54	29.64	45.66	8.16	3366.05	1
152.34	62.72	25.21	7.92	327.01	0
113.2	45.41	47.97	11.76	2866.21	0
126.13	65.65	44.93	12.46	3644.29	1
150.27	68.55	5.09	8.57	2139.46	1
127.42	50.4	29.39	3.7	387.82	0
102.44	39.39	18.23	2.54	1856.51	1
53.08	37.76	9.31	1.97	1507.23	0
98.22	39.44	47.31	10.79	4140.71	1
45.94	50.27	5.4	5.69	2934.19	0
81.25	38.82	41.51	10.32	3057.58	1
74.2	31.46	54.41	9.93	2214.89	0
77.48	31.53	29.1	8.9	3008.6	0
32.14	12.51	23.56	11.12	3062.54	0
5.32	27.85	35.29	0.54	372.07	0
65.04	24.47	45.23	4.98	1012.69	0
172.33	71.09	17.01	5.43	153.17	0
91.59	24.63	17.54	10.01	2190.21	0
164.67	57.75	35.36	13.12	3690.78	1
46.17	43.96	51.99	8.45	2599.17	0
62.79	7.99	19.92	3.23	2150.85	1
309.58	100.0	23.84	14.65	3896.46	1
48.3	25.52	54.67	7.1	806.1	0
124.57	49.1	13.81	0.21	405.88	0
124.45	54.24	8.85	14.51	3860.95	1
115.9	54.21	34.49	12.96	3801.41	0
125.57	50.91	6.21	7.95	2900.19	0
47.78	42.48	14.02	2.43	1108.51	0
67.25	41.02	36.11	15.41	4076.03	1
7.35	42.75	37.98	11.21	3237.92	0
209.11	72.27	30.52	11.95	2862.97	0
125.1	71.1	24.19	6.56	1013.94	0
53.49	42.58	33.81	5.67	2203.67	1
46.56	8.57	37.17	9.83	3472.56	0
174.17	89.65	45.17	11.76	3627.07	0
50.75	24.27	44.64	7.52	2401.86	1
53.36	49.69	38.24	11.26	2243.45	0
39.34	28.98	49.71	8.44	2960.5	1
140.15	63.57	46.9	7.4	2265.82	1
163.18	47.64	11.66	5.49	1812.49	0
74.52	43.9	52.83	4.86	450.22	1
163.84	53.01	49.59	5.4	616.8	0
109.68	63.08	21.05	10.74	3217.13	1
37.49	33.51	6.01	0.0	201.12	0
199.93	75.22	35.2	8.53	314.45	0
39.01	5.0	26.92	7.43	3809.04	0
78.27	36.19	42.48	9.59	2986.39	0
74.67	41.35	31.23	2.64	117.27	0
65.79	37.16	8.82	8.9	1379.38	0
16.34	35.13	17.23	8.18	3229.61	0
271.49	75.34	49.13	16.42	1812.16	0
18.57	24.67	6.88	6.41	2022.07	0
207.57	79.84	41.83	13.83	1981.08	1
45.36	5.0	19.6	3.52	928.75	1
57.2	39.66	27.63	9.5	3057.7	0
195.26	58.95	31.55	9.9	522.33	0
117.35	34.87	17.5	10.22	2179.73	0
28.77	30.37	37.6	4.92	796.82	0
28.27	40.95	39.67	2.06	290.78	0
106.49	55.9	9.25	4.42	687.3	0
38.48	26.84	23.7	11.89	3664.27	0
120.9	57.11	42.22	9.18	822.21	1
128.85	58.76	41.08	5.93	1241.31	1
49.09	29.75	32.23	2.23	666.19	0
59.46	24.77	43.88	7.33	3115.73	1
108.75	36.3	10.38	9.16	1926.34	0
47.48	40.5	10.91	7.85	3968.9	0
91.67	39.66	37.87	11.18	2823.73	0
320.0	77.85	39.67	15.25	2278.7	1
112.14	24.45	45.73	8.83	2792.19	0
66.44	44.6	14.05	6.48	265.74	0
288.26	76.86	30.84	13.26	3997.71	1
146.49	56.19	38.04	16.81	4021.36	1
39.22	43.51	16.18	5.05	1232.17	0
45.2	14.24	30.85	3.19	2676.01	0
20.67	24.01	36.92	7.3	927.85	0
107.47	41.6	15.72	10.41	2344.63	0
13.57	27.54	23.78	7.01	3260.24	0
288.05	98.24	15.82	13.88	3953.27	1
72.17	19.92	50.15	3.09	1490.79	0
152.19	60.32	16.84	15.93	2943.37	0
67.67	47.26	11.04	6.51	3037.35	0
106.25	41.14	6.76	2.56	1006.71	0
79.01	35.73	7.25	8.6	2679.03	0
89.92	44.8	14.58	5.08	2787.23	1
182.23	64.23	35.41	10.25	3232.71	1
237.47	79.23	5.88	17.17	4199.78	1
226.3	76.52	19.34	8.19	264.95	0
320.0	78.62	7.91	9.71	929.45	0
51.48	43.21	25.18	3.85	694.82	0
113.06	58.87	7.43	4.01	733.18	0
52.38	33.76	35.38	6.48	1962.42	0
177.61	41.14	39.42	11.65	3702.0	1
40.75	27.59	41.57	5.16	1939.77	0
184.19	62.86	16.22	9.85	2840.77	1
99.73	28.21	48.43	5.89	1643.65	1
82.13	33.75	39.51	8.66	1410.62	0
88.69	22.6	7.83	11.65	3520.36	0
35.18	35.03	27.04	5.58	2787.74	1
37.63	30.27	43.39	2.98	1538.67	0
100.91	22.45	20.54	10.89	3848.06	0
100.46	46.32	24.08	12.64	2143.9	0
54.17	31.24	36.48	2.25	871.93	1
71.62	41.95	7.77	6.29	2081.21	1
119.31	41.55	53.35	10.74	2866.27	1
47.28	20.78	13.72	5.0	1605.16	0
18.48	14.82	6.33	7.23	3559.52	0
213.74	60.57	5.27	13.09	2285.89	0
105.64	43.47	24.98	8.8	2017.84	0
61.56	35.32	49.21	12.37	3620.72	1
52.26	29.21	45.99	8.25	1997.96	1
46.93	25.24	50.6	8.5	1799.08	0
177.17	54.76	31.69	10.26	525.24	0
30.45	56.79	27.44	8.05	1586.22	0
112.87	35.58	24.29	12.5	1727.9	0
112.81	38.12	7.32	7.86	840.55	0
141.77	90.71	50.48	8.85	2510.08	0
65.9	39.55	29.81	6.14	689.75	1
202.64	48.02	27.75	9.86	1017.13	0
144.44	61.89	30.76	13.91	2400.48	0
64.31	23.23	44.71	3.5	1202.83	0
50.43	42.0	16.22	8.84	2722.64	0
79.16	34.88	40.5	7.86	2931.1	0
62.76	28.53	40.54	6.88	1335.29	0
44.32	49.06	47.48	3.24	458.29	0
91.39	46.9	5.43	8.19	2106.75	0
71.95	47.51	13.52	0.5	480.88	0
232.6	76.39	28.55	13.2	2212.47	1
62.69	28.46	47.53	9.86	3077.49	1
50.08	38.35	53.26	8.7	2643.35	0
87.42	53.74	34.74	11.72	1937.9	0
103.44	44.37	15.61	10.59	3978.02	0
108.73	65.54	14.23	5.36	517.16	0
108.03	53.97	36.97	11.76	3708.01	1
89.45	42.22	15.5	10.32	3380.53	1
85.08	41.74	32.65	11.97	1820.93	0
129.33	50.1	46.74	6.5	726.76	0
41.23	14.06	24.49	2.37	739.05	0
50.35	30.0	23.92	14.23	3879.4	0
24.19	27.98	6.81	2.71	1058.19	0
41.77	24.2	17.7	5.82	3683.87	1
166.43	60.67	39.91	8.36	2163.51	1
125.84	47.94	23.02	5.47	1993.11	1
251.65	84.65	12.91	8.43	2640.0	0
215.67	75.4	10.29	7.31	981.66	0
126.53	49.84	9.75	7.47	1856.32	0
96.28	24.77	37.96	14.35	3947.79	1
88.57	60.97	35.63	7.14	1076.85	0
12.73	21.1	30.93	10.63	3878.49	0
81.99	37.07	30.02	9.69	4176.26	0
57.17	28.47	12.66	4.82	312.82	0
43.25	23.65	30.03	9.95	2278.65	0
113.78	63.56	8.0	6.02	804.46	0
75.3	53.2	51.29	9.89	2649.03	0
92.28	45.63	7.9	8.54	4157.12	0
38.38	27.15	26.18	11.99	3777.21	0
148.38	60.07	5.03	16.04	3891.88	0
62.47	34.63	44.31	5.83	974.73	1
109.87	41.89	13.31	6.92	2323.51	1
66.34	38.65	51.25	5.21	1062.81	0
10.4	16.99	7.2	7.59	3787.64	0
116.78	48.72	46.04	5.54	883.73	0
78.78	39.78	37.83	6.3	731.23	0
22.7	32.23	17.49	2.42	149.87	0
34.68	20.2	15.12	5.65	845.99	0
151.13	61.77	22.88	7.42	878.03	0
23.73	14.34	46.42	1.19	417.71	0
61.29	26.61	48.1	9.45	3657.74	1
265.13	71.98	13.76	12.83	3297.99	1
118.74	33.26	22.67	5.91	1143.37	0
138.12	62.57	16.87	14.95	3311.36	0
70.79	23.95	11.13	10.51	1830.87	0
20.92	16.21	37.32	10.36	3279.63	0
98.28	56.69	22.29	6.62	1424.33	1
36.71	21.23	16.27	3.66	2415.08	0
33.85	25.19	48.3	6.37	1664.6	0
90.85	27.84	42.42	3.83	869.47	0
38.84	38.54	43.69	11.15	2501.09	0
83.91	48.62	6.96	5.6	3178.41	1
51.64	40.23	50.76	10.28	3187.74	1
81.92	44.47	33.74	4.59	1560.79	1
58.42	33.74	30.19	7.15	2226.72	0
83.49	32.08	5.53	10.65	3231.49	0
204.76	55.27	49.88	9.76	323.44	0
140.12	66.3	32.19	5.46	394.74	0
77.22	46.17	46.26	8.55	1642.51	1
184.86	52.35	37.78	6.64	1016.23	1
110.9	44.88	44.83	8.21	1636.05	0
177.01	55.34	39.65	9.09	484.39	0
26.15	12.21	51.05	8.21	2527.23	1
39.2	30.76	16.27	6.43	2854.14	0
97.52	36.47	15.11	9.39	3346.55	0
75.9	25.27	40.63	11.18	2767.14	1
83.63	20.65	30.07	4.39	1725.16	0
122.81	28.25	34.96	10.23	3933.21	0
98.17	37.14	40.43	11.44	3077.96	0
148.72	51.7	32.37	8.59	2263.49	0
146.16	41.65	44.38	3.96	948.09	0
40.69	36.76	20.94	10.53	2760.8	0
10.82	21.59	47.95	4.6	2526.05	0
38.62	35.42	10.38	7.09	2901.65	0
36.63	25.86	36.7	7.58	3302.61	0
87.97	29.91	49.51	10.99	3851.7	0
87.21	40.56	17.63	9.16	3991.13	0
72.73	20.85	21.34	9.79	2683.76	0
113.7	51.49	20.27	12.21	4060.42	0
320.0	79.15	33.21	19.17	3836.83	1
71.61	46.77	25.64	1.81	110.72	0
100.25	37.99	10.4	13.39	2714.23	0
83.62	51.15	49.56	1.3	831.72	0
54.62	18.55	15.23	1.38	1310.29	0
123.54	39.05	31.7	10.88	1319.75	0
69.14	39.78	34.74	8.3	2080.83	0
46.22	44.22	7.04	2.87	144.55	0
48.93	50.76	9.79	5.05	1066.77	0
152.11	53.96	53.58	7.34	219.4	0
121.57	68.8	38.23	10.69	2767.29	0
59.19	29.55	6.68	7.51	3746.08	0
112.49	57.93	44.71	14.61	4190.93	1
84.29	27.24	30.43	8.7	1939.08	1
101.4	47.35	8.76	8.73	1166.58	0
53.56	5.0	39.04	13.89	3597.72	1
37.57	14.81	29.97	4.04	563.95	0
68.86	40.75	15.25	8.09	4094.38	0
42.88	13.68	48.89	12.76	3030.83	1
40.42	34.02	19.57	4.09	2166.13	0
27.49	36.93	19.23	3.4	496.27	1
10.91	16.38	18.64	1.02	174.6	0
59.97	21.56	43.37	6.8	2332.58	1
170.23	51.76	40.31	11.04	1796.79	0
144.36	40.17	50.16	13.01	3554.92	1
223.86	68.03	16.47	13.1	2733.45	0
39.05	29.82	44.32	4.53	1870.78	0
128.73	44.65	33.65	6.23	1026.63	0
76.97	57.03	20.43	5.38	2069.73	0
48.99	22.14	6.77	2.99	768.28	0
158.14	71.49	45.95	11.01	2834.75	0
77.52	24.56	17.05	12.09	2583.49	0
18.45	24.93	36.59	8.15	3421.29	1
143.38	65.74	32.44	4.11	1943.07	0
107.48	57.22	5.22	8.87	1242.46	0
91.4	35.07	54.72	12.2	3529.22	1
33.04	33.93	45.72	8.05	2933.09	1
98.7	46.77	29.32	8.73	2997.51	1
205.09	58.64	39.02	9.05	2265.15	0
105.52	50.61	28.83	15.51	3691.51	1
24.11	47.65	42.23	4.34	1033.91	0
110.85	50.05	11.72	3.24	1746.94	0
106.25	50.17	27.32	11.29	3364.55	1
135.53	57.88	21.78	8.38	645.14	0
104.3	25.42	27.98	10.98	3413.25	0
40.53	34.44	27.52	3.31	1545.64	0
88.09	27.18	12.15	2.05	614.57	0
69.72	28.26	53.82	2.42	424.51	0
95.32	66.91	5.77	13.49	3556.42	0
161.8	52.56	5.5	11.11	3292.32	0
51.51	22.45	23.67	1.25	1280.97	0
244.86	87.7	36.02	9.52	577.08	1
110.38	32.91	13.98	6.15	1113.66	0
143.9	46.29	31.66	5.85	973.25	0
131.79	63.98	41.14	8.79	3105.53	0
107.48	44.16	9.7	3.06	983.81	0
120.72	27.82	54.22	9.24	986.0	0
2.06	26.98	21.84	2.11	232.3	0
131.63	44.2	37.12	10.87	2547.12	0
43.08	47.95	10.54	8.23	2924.82	0
80.75	30.49	40.47	9.81	2779.31	1
106.99	56.15	47.02	8.18	2431.26	0
166.37	77.91	10.26	12.58	4060.91	1
43.09	19.27	11.29	8.5	2038.23	0
61.06	31.11	19.05	12.87	3626.56	0
67.18	39.44	5.6	5.13	2748.64	0
96.09	30.85	54.3	4.69	445.06	0
70.17	38.68	34.92	11.82	3421.36	0
121.07	43.94	35.38	13.54	2495.99	1
19.15	21.27	52.95	11.78	2779.46	0
76.38	37.39	46.6	3.5	838.93	1
217.59	68.73	45.71	13.68	1893.71	1
70.3	37.43	21.98	10.36	3710.39	0
110.65	37.16	21.74	8.07	983.27	0
150.53	46.45	19.59	6.69	100.51	0
108.31	42.41	22.33	3.3	1155.79	0
258.29	76.29	23.48	12.95	2098.92	0
89.49	34.42	12.0	12.18	3467.24	0
124.99	51.39	22.8	9.63	2737.49	0
98.76	19.95	27.34	10.85	3868.16	1
191.03	53.26	20.47	6.27	1967.81	1
63.24	30.55	13.27	7.32	1702.34	0
271.05	69.36	23.67	10.42	1048.81	0
52.48	51.1	29.05	2.5	994.06	0
230.43	70.92	41.04	12.81	3118.05	1
39.24	30.75	40.56	3.69	429.47	0
127.59	42.27	15.13	5.03	1095.13	0
84.29	38.36	6.83	10.25	3732.17	0
148.57	38.1	20.19	5.8	2465.38	1
112.44	42.7	12.86	7.18	291.01	0
143.52	40.33	24.79	10.72	2987.45	0
38.16	25.07	53.97	4.74	2177.4	0
22.45	5.0	14.05	3.21	3603.54	0
33.34	13.8	20.94	9.92	2897.98	0
32.65	44.75	41.26	3.81	118.23	0
37.8	38.28	30.46	4.56	943.53	0
55.14	47.96	7.2	6.27	1157.65	0
54.78	48.7	13.08	10.05	2979.15	1
85.66	46.92	51.76	8.74	2188.19	0
45.5	24.58	10.16	7.66	3164.53	1
48.32	18.18	36.75	6.11	2202.76	0
73.3	49.89	44.62	7.26	1442.28	0
161.52	56.31	18.27	9.12	525.01	0
62.46	63.67	41.25	4.73	930.75	1
81.84	33.62	13.49	9.62	1743.2	0
91.13	63.72	19.24	8.8	2360.96	0
41.33	27.21	20.59	10.78	3948.41	0
66.9	50.75	54.82	11.0	1082.85	0
51.25	51.64	15.73	11.47	2830.95	0
152.01	41.17	11.46	9.73	725.44	0
144.21	45.91	51.28	9.69	3026.39	0
47.43	18.04	13.1	7.13	146.5	0
80.77	23.01	48.96	9.14	2789.27	0
125.06	55.52	37.52	5.6	769.19	0
104.52	40.63	33.84	0.89	839.33	0
111.97	45.26	42.57	9.86	2391.52	0
41.53	35.81	41.3	3.47	1639.19	0
225.28	47.27	10.53	11.36	2032.35	1
54.35	47.4	54.97	3.41	1366.44	0
53.21	27.52	52.09	15.11	4009.21	1
30.09	33.01	49.83	6.29	1291.69	0
75.55	44.07	36.11	12.95	2322.39	0
172.28	74.35	31.14	10.54	3602.86	1
103.83	41.58	31.81	12.95	2823.14	1
79.7	12.05	5.75	1.52	1423.39	0
137.62	50.96	29.97	9.88	2364.99	0
169.62	59.72	36.19	5.14	440.26	0
144.01	39.27	37.94	8.74	2337.31	0
16.91	25.49	21.61	4.06	1868.7	0
138.37	46.11	28.56	9.08	3207.53	1
114.87	29.16	36.82	8.67	3576.4	1
46.63	38.32	26.42	3.19	918.43	0
115.18	38.57	53.11	5.83	434.3	0
172.49	53.07	40.27	11.78	1701.28	1
56.12	26.8	5.06	7.26	2290.02	0
150.52	67.94	6.16	10.27	1644.89	1
105.33	42.68	39.52	6.22	2677.1	1
4.16	21.87	25.63	4.64	2173.17	0
83.77	33.14	46.97	13.21	3940.17	0
102.59	48.12	13.65	7.72	1778.5	0
68.8	51.33	5.69	1.34	438.23	0
107.93	51.52	24.4	8.54	1337.93	0
77.71	45.34	41.8	7.49	2584.16	0
304.71	94.31	53.59	10.05	1149.7	1
65.4	17.83	49.18	6.84	1202.85	0
47.66	19.97	29.2	5.42	1492.25	0
145.74	49.6	45.64	10.45	3159.18	1
71.46	27.01	8.52	9.18	3954.55	1
80.63	24.96	33.61	4.08	1536.54	0
75.94	14.24	51.21	4.61	901.5	0
140.68	34.79	24.82	10.71	1824.61	0
37.56	25.19	53.01	6.39	1542.54	0
150.32	52.24	16.03	15.09	4159.1	0
121.02	37.11	10.28	8.92	2001.86	1
245.33	74.92	31.24	11.84	2885.06	0
97.36	36.21	50.36	8.26	3846.53	1
39.8	41.84	20.56	5.33	2679.15	0
98.07	39.64	45.01	4.85	1122.45	0
106.28	51.74	13.46	7.03	2590.38	1
181.84	62.44	42.28	11.76	1747.69	1
39.73	11.91	32.85	8.11	1831.63	0
24.13	24.22	13.75	14.54	4115.23	0
99.44	27.05	40.9	4.81	1242.22	0
251.87	74.11	40.69	15.37	2022.63	1
132.57	40.22	30.77	9.6	755.45	0
137.52	54.84	16.27	5.5	832.03	0
29.41	10.36	11.61	7.72	2574.29	0
88.72	39.69	52.86	13.13	3179.16	1
183.99	67.35	37.79	11.33	2709.49	1
107.11	54.46	45.46	6.91	1450.06	0
22.65	15.81	39.85	1.37	344.43	0
87.52	39.47	46.47	2.71	2028.08	0
126.68	50.08	13.12	8.49	2167.51	0
81.12	56.41	29.85	8.23	3259.67	1
43.74	11.85	38.36	5.64	2725.19	0
148.57	41.75	10.17	12.74	3672.16	1
63.53	67.63	12.5	5.83	3310.23	1
113.89	41.78	36.7	9.24	1600.1	0
85.94	16.21	48.44	10.31	2692.11	0
61.79	26.6	38.02	8.44	3163.87	1
269.25	46.01	6.81	15.31	4023.21	1
56.8	35.39	53.52	4.3	1831.64	0
90.92	49.72	11.98	10.24	2757.96	0
85.75	27.93	16.63	6.89	1709.92	0
97.79	35.86	53.75	11.11	3125.1	1
257.09	87.64	43.55	16.8	3839.17	1
126.79	26.89	51.83	11.29	3868.83	1
61.35	17.64	45.33	1.31	744.06	0
209.22	63.29	37.59	10.65	936.8	1
141.09	42.01	19.23	12.41	3195.21	0
62.24	30.17	21.34	6.79	2687.14	0
189.68	46.57	52.36	15.07	3810.94	1
29.13	28.98	48.03	7.97	1386.58	0
36.3	26.2	22.97	11.64	3576.89	0
21.26	31.27	23.66	6.19	2903.48	1
13.13	25.29	19.88	0.0	901.37	0
181.33	62.37	21.31	3.91	618.63	0
98.62	24.34	48.03	9.44	2981.17	0
23.16	31.01	5.53	5.93	749.69	0
84.22	34.56	26.8	8.39	3356.75	0
153.48	51.77	52.14	9.1	2384.09	1
49.45	43.46	32.13	5.29	2055.15	0
68.81	26.5	27.52	4.2	1229.67	0
277.05	97.16	20.62	16.18	4133.77	0
73.39	53.48	8.7	5.86	3060.89	0
24.97	34.53	16.22	10.5	3290.06	0
58.62	21.13	9.52	8.39	3251.71	0
21.7	5.0	11.33	11.77	2494.46	0
133.56	62.33	13.18	9.49	3952.77	1
44.14	31.05	20.1	10.59	2493.67	0
43.03	20.52	5.55	9.24	2232.19	0
292.55	98.44	52.51	10.67	1222.21	1
33.03	16.93	11.19	3.25	1255.12	0
28.09	21.09	24.16	6.02	3121.22	0
37.89	34.63	48.98	3.62	1472.55	0
156.55	41.08	10.33	10.85	3087.71	0
122.36	45.61	29.18	12.35	4006.1	0
58.05	45.84	47.24	3.41	1901.16	0
54.12	34.44	32.85	8.72	499.04	0
116.27	60.55	15.52	8.89	2832.84	0
101.18	55.86	41.78	4.5	139.04	0
76.83	37.0	39.07	8.67	3326.71	0
125.14	19.49	23.11	8.13	2255.18	0
35.81	14.61	7.31	5.01	2107.9	0
44.74	39.0	5.39	6.62	2434.71	0
129.45	29.88	46.27	9.3	2217.28	0
